id,song,artist,tonality,capo,chords
114080,Yellow,Coldplay,G,4,"G,D,C,G,G,D,C,G,D,C,G,D,C,G,C,Em,D,C,Em,D,C,Em,D,C,G,D,C,G,G,D,C,G,D,C,G,C,Em,D,C,Em,D,C,Em,D,C,G,D,C,G,G,D,C,G,D,C,Cmaj7,G,Dm7,Cmaj7"
114345,Losing My Religion,R.E.M.,Am,0,"F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,Em,Am,Em,Am,Em,Dm,G,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am,G,F,G,C,Dm,C,Dm,Am,Em,Am,Em,Am,Em,Dm,G,G,F,Dm,G,Am,Am,F,Dm,G,Am,Am,F,Dm,G,Am,Am,F,Dm,G,Am,G,Am"
115434,Somewhere Only We Know,Keane,A,2,"G,Am,D,G,Am,D,G,Am,D,G,Am,D,Em,Bm,C,D,Em,Bm,C,D,G,Am,D,G,Am,D,Em,Bm,C,D,Em,Bm,C,D,C,G,D,C,G,D,C,G,D,C,Bm,C,Bm,C,Bm,Em,Bm,C,D,Em,Bm,C,D,C,G,D,C,G,D,C,G,D,C,Bm,C,G,D,C,Bm,C,Bm,C,Bm,C,G"
117554,Exit Music For A Film,Radiohead,Am,2,"Am,Asus2,Asus4,Am,Asus2,Asus4,Am,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,E,Dadd9/F#,Am,E,Asus4,A,Gmadd11,D7/F#,Asus2,Am,Asus2,Asus4,Esus4,Gmadd11,D7/F#,Asus2,Am,Asus2,Asus4,Esus4,E,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,B7,E,F,Bb,Esus4,E,Am,E,Dadd9/F#,Am,E,Asus4,A,Am,E,Asus4,A,Am,E,Asus4,A,Am,Asus2,Asus4,E,Dadd9/F#,Gmadd11,D7/F#,Esus4,B,F,Bb,A"
118222,Officially Missing You,Tamia,,0,"F#m,B7,Em7,Em7,Dm7,G7,Bm,Em7,Am7,Am7,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,F#m,B7,Em7,Dm7,Bm7,Em7,Am7,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,B7,Bm7,Em7,Bm7,Em,Am7,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,G,G,Am7,B7,Em,Dm,C#dim,Am7,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7,F#m,B7,Em7,Dm7,G7,Bm7,Em7,Am7"
118610,All The Small Things,Blink-182,C,0,"C,G,F,F,C,G,F,F,C,G,F,G,C,G,F,G,C,G,F,G,C,G,F,G,C,G,F,C,C,G,F,C,G,F,C,G,F,F,C,G,F,F,C,G,F,G,C,G,F,G,C,C,G,F,C,C,G,F,C,G,F,C,C,F,G,C,C,F,G,C,C,F,G,C,C,F,G,C,G,F,C,G,F,C,G,F,C,G,F,C"
124395,With A Smile,Eraserheads,G,0,"G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,Bb,Eb,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,Bb,Eb,Bb,D,E,Bb,Eb,Bb,D,G,Am,Bm,D,G,Am,Bm,D,Bb,Eb,Bb,D,E,Bb,Eb,Bb,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D,G,Am,Bm,Am,D"
126646,Billie Jean,Michael Jackson,,0,"F#m,F#m,Bm,F#m,Bm,F#m,F#m,F#m,Bm,F#m,D,F#m,D,F#m,D,F#m,D,C#7,F#m,Bm,F#m,Bm,F#m,F#m,Bm,F#m,Bm,F#m,F#m,F#m,Bm,F#m,D,F#m,D,F#m,D,F#m,D,C#7,F#m,Bm,F#m,F#m,Bm,F#m,Bm,F#m,F#m,Bm,F#m,F#m,Bm,F#m,Bm,F#m,F#m,F#m,F#m,F#m"
127116,Free Bird,Lynyrd Skynyrd,,0,"G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,F,C,Dsus4,F,C,Dsus4,D,F,C,Dsus4,D,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,G,D/F#,Em,F,C,Dsus4,F,C,Dsus4,F,C,Dsus4,F,C,Dsus4,D,F,C,Dsus4,G,Bb,C,G,Bb,C,G,Bb,C,C"
127844,Breakaway,Kelly Clarkson,C,0,"Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,C,F,Am,G,F,Am,G,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,G,C,F,G,C,F,G,C,F,D,F,G,C,G,Am,F,C,G,Am,G,F,C,G,Am,F,C,G,Am,G,F,Am,G,F,Am,G,F"
128241,Accidentally In Love,Counting Crows,,0,"G,C,G,D,G,C,Em,A,C,G,C,G,C,Em,A,C,G,C,G,C,Em,A,D,C,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,A,C,G,C,G,C,Em,A,C,G,C,G,C,Em,A,D,C,Em,C,G,Am,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,D,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,A,C,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,C,Em,D,G,Am,C,D,G,Am,C,D,G,Am,C,D,Em,D,G"
129282,Time,Pink Floyd,,0,"F#m,Dmaj7,Amaj7,C#m7,Bm7,F#m,A,E,F#m,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#m7,Bm7,E,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#m7,Bm7,E,F#m,A,E,F#m,F#m,A,E,F#m,Dmaj7,Amaj7,Dmaj7,Amaj7,Dmaj7,C#m7,Bm7,Bm7,Em,A,Em,A,Em7,A,Em7,A,Em7,A,Em7,A,Cmaj7,Bm,Fmaj7,G,D7#9,D7b9,Bm"
130052,Torete,Moonstar88,D,0,"D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G,D,F#m,Bm,G"
130272,Every Rose Has Its Thorn,Poison,F#,0,"G,Cadd9,D,Em,C,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,D,C,G,Cadd9,G,Cadd9,G,D,C,G,G,C,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,D,C,G,Cadd9,G,Cadd9,G,D,C,G,G,C,Em,D,C,G,Em,D,C,G,Cadd9,G,Cadd9,Em,D,C,G,Em,D,C,C,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,G,Cadd9,D,C,G,Cadd9,G,Cadd9,G,D,C,G,G,C,G"
131323,Here Without You,3 Doors Down,Bbm,0,"Bm,A,G,D,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,Bm,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,Bm,Bm,D,A,G,Bm,D,A,G,G,D,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,D,A,Bm,G,A,Bm"
131820,Fields Of Gold,Sting,Bm,0,"Bm7,Bm,G,D,Dsus4,A,Bm,G,D,Bm,G,D,A,Bm7,G,D,Bm,G,D,Bm,G,D,A,D,Bm,G,D,Bm,G,D,A,Bm7,G,D,Bm,G,D,Bm,G,D,A,D,G,D,G,D,G,D,A,D,A,D,Bsus2,G,G,D,Bsus2,G,D,A,D,Bm,G,D,Bm,G,D,A,D,Bsus2,G,D,Bm,G,D,A,D,A,D,A,D,Dsus4,D"
133625,Akoy Sa Iyo Ikay Akin,IAXE,,0,"Bm7,C#m7,Dm,A,F#m7,Bm7,E,A,F#m7,Bm7,E,Dm,A,A7,Dm,A,F#m,Bm7,Bm7,C#m,Dm,C#m,Bm7,Bm7,C#m,Dm,D,Dm,A,F#m7,Bm7,E,A,F#m7,Bm7,E,Dm,A,A7,Dm,A,F#m,Bm7,Bm7,C#m,Dm,Bm7,Bm7,C#m,Dm,A,F#m,Bm7,Bm7,C#m,Dm,A,F#m7,Bm7,E,A,F#m7,Bm7,E,Bm7,C#m,Dm"
137153,Welcome To My Life,Simple Plan,Db,1,"C,Am,F,G,C,Am,F,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,C,C,Am,F,G,C,Am,F,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,C,F,Am,F,C,G,F,Am,F,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,Am,F,C,G,Am,F,C,G,Am,F,C,G,Dm,F,C,Am,F,G,C"
137484,In The End,Linkin Park,Em,0,"Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,G,D,C,Em,G,D,C,Em,D,C,D,Em,D,C,D,Em,Em,D,C,D,Em,D,C,D,Em,G,D,C,Em,G,D,C,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,D,C,D,Em,G,D,C,Em,G,D,C"
139706,I Saw Her Standing There,The Beatles,E,0,"E7,E7,A7,E7,E7,B7,E,E7/G#,A,E,B7,E7,E7,A7,E7,E7,B7,E,E7/G#,A,E,B7,E7,A,A,A,B7,A7,E7,A7,E7,E7,B7,E,E7,A7,E7,B7,E7,B7,E7,E7,B7,E7,A,Am,E7,B7,E7,A,A,A,B7,A7,E7,A7,E7,E7,B7,E,E7/G#,A7,E7,B7,E7,E7,B7,E7,E7,B7,A7,E7,E7,E9"
139949,Wake Me Up When September Ends,Green Day,G,0,"G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,Em,Bm,C,G,D/F#,Em,Bm,C,D,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,Em,Bm,C,G,D/F#,Em,Bm,C,D,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G,G,G/F#,Em,D,C,Cm,G"
139966,Highway To Hell,AC/DC,A,0,"A,D/F#,G,D/F#,G,D/F#,G,D/F#,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,E,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,A,A,A,A,A,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,D/F#,G,D/F#,E,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,D,Dsus4,D,D,Dsus4,D,Dsus4,D,A,G,D/F#,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,G,D/F#,A,A,A,A,A"
140939,Fake Plastic Trees,Radiohead,A,0,"A,Asus4,Dmaj9/F#,E6,Dsus2,Bm7add11,Amaj7,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,Bm7add11,A,Bm7add11,A,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,Bm7add11,A,Bm7add11,A,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,A,Asus4,Dmaj9/F#,Dmaj9/F#,E6,Dsus2,A,Dsus2,Bm7add11,A,Bm7add11,A,Amaj7,Bm7add11,A,E6,Bm7add11,E6,A,Bm7add11,A,Bm7add11,A"
143089,Bless The Broken Road,Rascal Flatts,,0,"C,G,Am,F,G,C,C,G,Am,F,G,C,C,G,Am,F,G,C,Am,G,F,C,C,G,Am,F,G,C,F,C,G,C,F,Am,F,G,F,C,G,Am,F,C,G,Am,F,G,C,C,G,Am,F,G,C,C,G,Am,F,G,C,C,G,Am,F,G,C,Am,G,F,C,C,G,Am,F,G,C,F,C,G,C,F,Am,F,G,F,C,G,Am,F,C,G,Am,F,G,C,F,C,G,C,F,C,G,C,F,C,G,C,F,C,C,G,Am,F,G,C,F,G,C,C,F,G,C,F,G,C,C,G,Am,F,G,C"
144219,Cannonball,Damien Rice,,6,"Em7,Cadd9,G,G/F#,D,C,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,C,D,G,Cadd9,D,G,Cadd9,D,G,Cadd9,D,Em7,Cadd9,Em7,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,Em7,Cadd9,G,G/F#,G,Cadd9,D,G,Cadd9,D,G,Cadd9,D,Em7,Cadd9,Em7,G,Cadd9,D,G,Cadd9,D,G,Cadd9,D,Em7,Cadd9,D,Em7,Cadd9,D,G,G/F#,Em7,C,D,Em7,Cadd9,G,G/F#"
145205,Starman,David Bowie,Gm,0,"Fmaj7,Fmaj7,Gm,F,C,C7,F,Ab,Bb,Gm,F,C,C7,A,G,F,Dm,Am,C,C7,F,Dm,Am,C,C7,Bb,Bbm,F,D7,Gm,C,Bb,F,C,F,Bb,F,C,Gm,F,C,C7,F,Ab,Bb,Gm,F,C,C7,A,G,F,Dm,Am,C,C7,F,Dm,Am,C,C7,Bb,Bbm,F,D7,Gm,C,F,Dm,Am,C,C7,F,Dm,Am,C,C7,Bb,Bbm,F,D7,Gm,C,Bb,F,C,F,Bb,F,C,F,Bb,F,C,F,Bb,F,C,F,Bb,F,C,F"
145586,American Idiot,Green Day,,0,"A,D,G,D,A,G,A,D,G,D,A,Bb,A,D,G,D,A,G,A,D,G,D,A,A,D,G,D,A,G,A,D,G,D,A,A,D,G,D,A,G,A,D,G,D,A,Bb,D,A,E,A,D,A,E,A,D,G,D,A,G,A,D,G,D,A,A,D,G,D,A,G,A,D,G,D,A,A,D,G,D,A,G,A,D,G,D,A,Bb,D,A,E,A,D,A,E,A,D,G,D,A,G,A,D,G,D,A,Bb,A,D,G,D,A,G,A,D,G,D,A,Bb,D,A,E,A,D,A,E,A,A,D,G,D,A,A,D,G,D,A,A,A,A,D,G,D,A,G,D,A,E,A,D,A,E,A,D,G,D,A,Bb,A,D,G,D,A,G,A,D,G,D,A,Bb,A,D,G,D,A,G,A,D,G,D,A"
145589,Lemon Tree,Fools Garden,Fm,1,"Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,Em,Bm,Em,Bm,Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,Em,Bm,Em,Bm,Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,G,D,Em,Bm,D,G,D7,G,D,Em,Bm,A7,D7,Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,Em,Bm,Em,Bm,Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,B7,Em,D7,G,B7,Em,Bm,Em,Bm,Bbm,Am,Bm,Em,Bm,Em,G,D,Em,Bm,D,G,D7,G,D,Em,Bm,A7,D7,D,G,D,Em,Bm,D,D,C,D7,G"
146744,Boulevard Of Broken Dreams,Green Day,Em,1,"Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B7,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,G,D,A,Em,G,D,A,Em,Em,G,D,A,Em,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B7,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B,B7,Em,G,D,A,Em,G,D,A,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,B,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5,Em,C,D,A/C#,G,D#5"
149330,The Blowers Daughter,Damien Rice,,0,"E,Aadd9,Badd11,Aadd9,E,E,Aadd9,Badd11,C#m,A,G#m,F#m,E,Aadd9,Badd11,Aadd9,Aadd9,Badd11,E,E,E,Aadd9,Aadd9,Badd11,Aadd9,E,E,E,Aadd9,Aadd9,Badd11,C#m,Aadd9,G#m,F#m,E,Aadd9,Badd11,Aadd9,Badd11,F#,F#,Bsus2,G#m,C#,D#m,B,A#m,G#m,F#,B,C#,B,B"
150987,Lean On Me,Bill Withers,C,0,"C,F,C,Em,G,C,F,C,G7,C,C,F,C,Em,G,C,F,C,G7,C,C,F,C,Em,G,C,F,C,G7,C,C,G,C,C,G7,C,C,G,C,C,G7,C,C,F,C,Em,G,C,F,C,G7,C,C,G,C,C,G7,C,C,G,C,C,G7,C,C,F,C,Em,G,C,F,C,G7,C,C,F,C,Em,G,C,F,C,G7,C"
154240,First Day Of My Life,Bright Eyes,C,4,"Dmadd9,C,E7,Am,F,G,C,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,G,Am,F,G,C,E,Am,Dmadd9,C,Am7,Dmadd9,Fm,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,E7,Am,F,G,C,C,E7,Am,D7,G,G7,C,G,Am,F,G,C,E,Am,Dmadd9,C,Am7,Dmadd9,C,Am7,Dm,Fm,C,Am7,Dmadd9,Fm,C"
156298,Over The Rainbow What A Wonderful World,Israel Kamakawiwoole,,5,"G,D,Em,C,G,D,Em,C,G,D/F#,C,G,C,Bm7,Em,C,G,D/F#,C,Em,C,G,D/F#,C,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,C,Em,C,G,D,C,C,Em,C,G,D,C,C,G,C,G,C,D,G,D,C,C,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,C,Em,C,G,D/F#,C,G,C,Bm7,Em,C,G,D,Em,C,D/F#,Bm7,Em"
157639,Because Of You,Kelly Clarkson,,1,"Em,C,Dsus,D,Em,C,D5,Dadd4,G5,Bm,Em,D,G5,Bm,Em,D,G5,Bm,Em,D,G,Bm,Em,D5,Dsus,D,Em,Cmaj7,D,Em,Cmaj7,D,Am7,D,B7,Cmaj7,Dadd2,G5,Bm,Em,D,G5,Bm,Em,D,G5,Bm,Em,D,G,Bm,Em,D5,Dsus,D,Em,Cmaj7,D,Em,Cmaj7,D,Am7,D,B7,Cmaj7,Dadd4,D,Bm,Em,D,Bm,Em,D,Bm,Em,Dsus,D,Bm,Em,Dsus,D,Dsus,D,Dsus2,D5,Em,C2,D,Dsus,D,Em,C2,D5,F#m,Dmaj7,E,F#m,Dmaj7,E,Bm7,A/C#,E7,C#7,Dmaj7,E,F#m,D,E,Esus,E5,F#m,D,E"
158109,Wake Me Up When September Ends,Green Day,G,0,"G,D/F#,Em7,D,Cadd9,Cm,G,G,D/F#,Em7,D,Cadd9,Cm,G,G,Em,Bm,C,G,G/F#,Em,Bm,C,D,G,D/F#,Em7,D,Cadd9,Cm,G,G,D/F#,Em7,D,Cadd9,Cm,G,G,D/F#,Em7,D,Cadd9,Cm,G,Em,Bm,C,G,G/F#,Em,Bm,C,D,G,D/F#,Em7,D,Cadd9,Cm,G,G,D/F#,Em7,D,Cadd9,Cm,G,G,D/F#,Em7,D,Cadd9,Cm,G"
159157,The Sound Of Silence,Simon & Garfunkel,Ebm,6,"Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,Am,C,G,Am,G,Am,F,C,F,C,F,C,C,Am,C,G,Am"
160214,Angie,The Rolling Stones,,0,"Gsus4,Fsus4,F,Csus4,C,Am,E7,Gsus4,G,Fsus4,F,Cadd4,C,Am,E7,Gsus4,G,Fsus4,F,Cadd4,C,Am,E7,Gsus4,G,Fsus4,F,Cadd4,C,G,Dm,Am,C,F,G,Am,Am7,E7,G,F,Fsus4,F,C,Am7,Am,E7,G,F,Fsus4,F,Gsus4,C,Am,Am7,E7,G,F,Fsus4,F,Gsus4,C,C,G,Dm,Dsus2,Am,Am7,F,G,Am,E7,G,F,F,Fsus4,F,C,Am,Am7,E7,G,F,Fsus4,F,C,Am,Am7,E7,G,F,C,C,G,Dm,Am,C,F,G,Am,A5,E7,G,F,Fsus4,F,C,Am7,E7,G,Fsus4,F,Gsus4,C,G,Dm,Am,C,F,G,Dm,E5,Am,Am7,Am9,Dm,E5,Am,Am7,Am9,Am7,Dm,Dm9,Dm7,Am,G,C,F,G,Am,Am7,Am,E5,E7,G,Fsus4,F,Fsus4,F,C,Am,G,E7,G,Fsus4,F,F,Fsus4,F,Gsus4,C"
160814,Collide,Howie Day,G,4,"G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,Em,C,D,Em,C,D,Em,C,D,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G,G5/F#,Em,Cmaj7,G"
161889,All About You,McFly,,1,"C,Am,Dm,G,C,Am,Dm,G,C,E,Am,F,G,C,G,C,E,Am,F,G,C,C7,F,Fm,C,G,Am,D7,G,C,E,Am,F,G,C,G,C,E,Am,Am,F,G,C,C7,F,Fm,C,G,Am,D7,G,C,E,Am,F,G,F,G,F,Fm,C,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,G,C,Am,Dm,Fm,C"
162344,You And Me,Lifehouse,,0,"G,C,G/F#,Em,D,C,G,C,G/F#,Em,D,C,G,C,G/F#,Em,D,C,G,Am,C,Em,G,Em,D,G,Am,C,Em,G,Em,D,C,G,C,G/F#,Em,D,C,G,C,G/F#,Em,D,C,G,Am,C,Em,G,Em,D,G,Am,C,Em,G,Em,D,C,Bm,C,G,D,Em,Am,D,Bm,Cm,Cm/Eb,G,Am,C,Em,G,Em,D,G,Am,C,Em,G,C,D,G,Am,C,Em,G,Em,D,G,Am,C,Em,G,Em,D,G,C,D,Em,D,C,G,C,G/F#,Em,D,C"
165916,Wonderwall,Oasis,Em,2,"Em7,G,Dsus4,A7sus4,Cadd9,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Cadd9,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Cadd9,Dsus4,Em7,Cadd9,Dsus4,Em7,Cadd9,Dsus4,G,Dsus4/F#,Em7,G,A7sus4,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Em7,G,Dsus4,A7sus4,Cadd9,Dsus4,Em7,Cadd9,Dsus4,Em7,G,Dsus4/F#,Em7,G,A7sus4,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7,Cadd9,Em7,G,Em7"
166109,How Great Is Our God,Chris Tomlin,A,2,"G,Em7,C2,G,Em7,C2,G,Em7,C,D,G,G,Em7,C2,G,Em7,C2,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G,G,Em7,C,D,G"
166605,Three Little Birds,Bob Marley,A,0,"A,A,D,A,A,D,A,A,E,A,D,A,E,D,A,A,D,A,A,D,A,A,E,A,D,A,E,D,A,A,D,A,A,D,A,A,E,A,D,A,E,D,A,A,D,A,A,D,A,A,D,A"
168021,Hit The Road Jack,Ray Charles,Am,0,"Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7,Am,G,F,E7"
168569,The Sound Of Music - Edelweiss,Misc Soundtrack,Ab,1,"G,D,G,C,G,Em,Am7,D7,G,D,G,C,G,D7,G,D,D7,G,C,A7,D,D7,G,Cm/Eb,G,D7,G"
